activation_id,active,technique,technique_family,target_type,target_key,strength,polarity,mapped_sphere,mapping_reason,target_weight,family_weight,polarity_modifier,expected_amount,status
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,work_status_achievement,planet SATURN found in spheres.work_status_achievement.planets,1.0,1.0,1.0,0.8489,mapped
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,relationships_partnership,planet SATURN found in spheres.relationships_partnership.planets,0.3,1.0,1.0,0.2547,mapped
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,money_security_resources,planet SATURN found in spheres.money_security_resources.planets,0.6,1.0,1.0,0.5093,mapped
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,body_energy_health,planet SATURN found in spheres.body_energy_health.planets,0.5,1.0,1.0,0.4244,mapped
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,home_family_roots,planet SATURN found in spheres.home_family_roots.planets,0.5,1.0,1.0,0.4244,mapped
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,inner_background_unconscious,planet SATURN found in spheres.inner_background_unconscious.planets,0.5,1.0,1.0,0.4244,mapped
t2n__PLUTO__TRINE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.8489,supportive,crisis_transformation_control,planet SATURN found in spheres.crisis_transformation_control.planets,0.6,1.0,1.0,0.5093,mapped
t2n__PLUTO__SEMI_SQUARE__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.2331,tense,inner_background_unconscious,planet NEPTUNE found in spheres.inner_background_unconscious.planets,1.0,1.0,1.0,0.2331,mapped
t2n__PLUTO__SEMI_SQUARE__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.2331,tense,meaning_expansion_vector,planet NEPTUNE found in spheres.meaning_expansion_vector.planets,0.5,1.0,1.0,0.1166,mapped
t2a__SUN__QUINCUNX__MC,True,transit_to_angle,transit,angle,MC,0.1065,neutral,work_status_achievement,angle MC found in scoring_v2.angle_sphere_map.MC,0.7,1.0,0.7,0.0522,mapped
t2a__SUN__SEMI_SEXTILE__IC,True,transit_to_angle,transit,angle,IC,0.0666,neutral,home_family_roots,angle IC found in scoring_v2.angle_sphere_map.IC,0.7,1.0,0.7,0.0326,mapped
t2a__MOON__SQUARE__ASC,True,transit_to_angle,transit,angle,ASC,0.267,tense,body_energy_health,angle ASC found in scoring_v2.angle_sphere_map.ASC,0.7,1.0,1.0,0.1869,mapped
t2a__MOON__SEXTILE__MC,True,transit_to_angle,transit,angle,MC,0.4632,supportive,work_status_achievement,angle MC found in scoring_v2.angle_sphere_map.MC,0.7,1.0,1.0,0.3242,mapped
t2a__MOON__SQUARE__DSC,True,transit_to_angle,transit,angle,DSC,0.267,tense,relationships_partnership,angle DSC found in scoring_v2.angle_sphere_map.DSC,0.7,1.0,1.0,0.1869,mapped
t2a__MOON__TRINE__IC,True,transit_to_angle,transit,angle,IC,0.7158,supportive,home_family_roots,angle IC found in scoring_v2.angle_sphere_map.IC,0.7,1.0,1.0,0.5011,mapped
t2a__MERCURY__CONJUNCTION__ASC,True,transit_to_angle,transit,angle,ASC,0.1263,mixed,body_energy_health,angle ASC found in scoring_v2.angle_sphere_map.ASC,0.7,1.0,0.85,0.0751,mapped
t2a__MERCURY__QUINCUNX__MC,True,transit_to_angle,transit,angle,MC,0.2995,neutral,work_status_achievement,angle MC found in scoring_v2.angle_sphere_map.MC,0.7,1.0,0.7,0.1468,mapped
t2a__MERCURY__OPPOSITION__DSC,True,transit_to_angle,transit,angle,DSC,0.12,tense,relationships_partnership,angle DSC found in scoring_v2.angle_sphere_map.DSC,0.7,1.0,1.0,0.084,mapped
t2a__MERCURY__SEMI_SEXTILE__IC,True,transit_to_angle,transit,angle,IC,0.1872,neutral,home_family_roots,angle IC found in scoring_v2.angle_sphere_map.IC,0.7,1.0,0.7,0.0917,mapped
t2a__VENUS__SEMI_SEXTILE__ASC,True,transit_to_angle,transit,angle,ASC,0.2351,neutral,body_energy_health,angle ASC found in scoring_v2.angle_sphere_map.ASC,0.7,1.0,0.7,0.1152,mapped
t2a__VENUS__QUINCUNX__DSC,True,transit_to_angle,transit,angle,DSC,0.3762,neutral,relationships_partnership,angle DSC found in scoring_v2.angle_sphere_map.DSC,0.7,1.0,0.7,0.1843,mapped
t2a__JUPITER__CONJUNCTION__ASC,True,transit_to_angle,transit,angle,ASC,0.5855,mixed,body_energy_health,angle ASC found in scoring_v2.angle_sphere_map.ASC,0.7,1.0,0.85,0.3484,mapped
t2a__JUPITER__OPPOSITION__DSC,True,transit_to_angle,transit,angle,DSC,0.5562,tense,relationships_partnership,angle DSC found in scoring_v2.angle_sphere_map.DSC,0.7,1.0,1.0,0.3893,mapped
t2a__NEPTUNE__SEMI_SQUARE__MC,True,transit_to_angle,transit,angle,MC,0.1389,tense,work_status_achievement,angle MC found in scoring_v2.angle_sphere_map.MC,0.7,1.0,1.0,0.0972,mapped
t2a__NEPTUNE__SESQUI_QUADRATE__IC,True,transit_to_angle,transit,angle,IC,0.1389,tense,home_family_roots,angle IC found in scoring_v2.angle_sphere_map.IC,0.7,1.0,1.0,0.0972,mapped
tih__SUN__1,True,transit_planet_in_house,transit,house,1,1.0,neutral,body_energy_health,house 1 found in spheres.body_energy_health.houses,0.8,1.0,0.7,0.56,mapped
tih__MOON__10,True,transit_planet_in_house,transit,house,10,1.0,neutral,work_status_achievement,house 10 found in spheres.work_status_achievement.houses,0.8,1.0,0.7,0.56,mapped
tih__MERCURY__1,True,transit_planet_in_house,transit,house,1,1.0,neutral,body_energy_health,house 1 found in spheres.body_energy_health.houses,0.8,1.0,0.7,0.56,mapped
tih__VENUS__2,True,transit_planet_in_house,transit,house,2,1.0,neutral,money_security_resources,house 2 found in spheres.money_security_resources.houses,0.8,1.0,0.7,0.56,mapped
tih__MARS__12,True,transit_planet_in_house,transit,house,12,1.0,neutral,inner_background_unconscious,house 12 found in spheres.inner_background_unconscious.houses,0.8,1.0,0.7,0.56,mapped
tih__JUPITER__2,True,transit_planet_in_house,transit,house,2,1.0,neutral,money_security_resources,house 2 found in spheres.money_security_resources.houses,0.8,1.0,0.7,0.56,mapped
tih__SATURN__10,True,transit_planet_in_house,transit,house,10,1.0,neutral,work_status_achievement,house 10 found in spheres.work_status_achievement.houses,0.8,1.0,0.7,0.56,mapped
tih__URANUS__12,True,transit_planet_in_house,transit,house,12,1.0,neutral,inner_background_unconscious,house 12 found in spheres.inner_background_unconscious.houses,0.8,1.0,0.7,0.56,mapped
tih__NEPTUNE__10,True,transit_planet_in_house,transit,house,10,1.0,neutral,work_status_achievement,house 10 found in spheres.work_status_achievement.houses,0.8,1.0,0.7,0.56,mapped
tih__PLUTO__8,True,transit_planet_in_house,transit,house,8,1.0,neutral,money_security_resources,house 8 found in spheres.money_security_resources.houses,0.8,1.0,0.7,0.56,mapped
tih__PLUTO__8,True,transit_planet_in_house,transit,house,8,1.0,neutral,inner_background_unconscious,house 8 found in spheres.inner_background_unconscious.houses,0.8,1.0,0.7,0.56,mapped
tih__PLUTO__8,True,transit_planet_in_house,transit,house,8,1.0,neutral,crisis_transformation_control,house 8 found in spheres.crisis_transformation_control.houses,0.8,1.0,0.7,0.56,mapped
t2l__SUN__SESQUI_QUADRATE__EROS,True,transit_to_lot,transit,lot,EROS,0.1613,tense,relationships_partnership,lot EROS found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.129,mapped
t2l__SUN__SEMI_SEXTILE__NECESSITY,True,transit_to_lot,transit,lot,NECESSITY,0.2378,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2l__SUN__SESQUI_QUADRATE__VICTORY,True,transit_to_lot,transit,lot,VICTORY,0.149,tense,,no sphere mapping,,1.0,1.0,,unmapped
t2l__SUN__SESQUI_QUADRATE__MARRIAGE,True,transit_to_lot,transit,lot,MARRIAGE,0.1561,tense,relationships_partnership,lot MARRIAGE found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.1249,mapped
t2l__MOON__OPPOSITION__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.315,tense,work_status_achievement,lot FORTUNE found in spheres.work_status_achievement.lots,0.8,1.0,1.0,0.252,mapped
t2l__MOON__OPPOSITION__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.315,tense,money_security_resources,lot FORTUNE found in spheres.money_security_resources.lots,0.8,1.0,1.0,0.252,mapped
t2l__MOON__CONJUNCTION__SPIRIT,True,transit_to_lot,transit,lot,SPIRIT,0.2967,mixed,meaning_expansion_vector,lot SPIRIT found in spheres.meaning_expansion_vector.lots,0.8,1.0,0.85,0.2018,mapped
t2l__MOON__SEXTILE__EROS,True,transit_to_lot,transit,lot,EROS,0.2634,supportive,relationships_partnership,lot EROS found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.2107,mapped
t2l__MOON__TRINE__NECESSITY,True,transit_to_lot,transit,lot,NECESSITY,0.0508,supportive,,no sphere mapping,,1.0,1.0,,unmapped
t2l__MOON__SEXTILE__VICTORY,True,transit_to_lot,transit,lot,VICTORY,0.2859,supportive,,no sphere mapping,,1.0,1.0,,unmapped
t2l__MOON__QUINCUNX__MARRIAGE,True,transit_to_lot,transit,lot,MARRIAGE,0.1985,neutral,relationships_partnership,lot MARRIAGE found in spheres.relationships_partnership.lots,0.8,1.0,0.7,0.1112,mapped
t2l__MERCURY__SQUARE__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.1272,tense,work_status_achievement,lot FORTUNE found in spheres.work_status_achievement.lots,0.8,1.0,1.0,0.1018,mapped
t2l__MERCURY__SQUARE__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.1272,tense,money_security_resources,lot FORTUNE found in spheres.money_security_resources.lots,0.8,1.0,1.0,0.1018,mapped
t2l__MERCURY__SQUARE__SPIRIT,True,transit_to_lot,transit,lot,SPIRIT,0.0876,tense,meaning_expansion_vector,lot SPIRIT found in spheres.meaning_expansion_vector.lots,0.8,1.0,1.0,0.0701,mapped
t2l__MERCURY__QUINCUNX__EROS,True,transit_to_lot,transit,lot,EROS,0.1384,neutral,relationships_partnership,lot EROS found in spheres.relationships_partnership.lots,0.8,1.0,0.7,0.0775,mapped
t2l__MERCURY__QUINCUNX__VICTORY,True,transit_to_lot,transit,lot,VICTORY,0.1603,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2l__MERCURY__TRINE__MARRIAGE,True,transit_to_lot,transit,lot,MARRIAGE,0.3139,supportive,relationships_partnership,lot MARRIAGE found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.2511,mapped
t2l__VENUS__SEXTILE__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.53,supportive,work_status_achievement,lot FORTUNE found in spheres.work_status_achievement.lots,0.8,1.0,1.0,0.424,mapped
t2l__VENUS__SEXTILE__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.53,supportive,money_security_resources,lot FORTUNE found in spheres.money_security_resources.lots,0.8,1.0,1.0,0.424,mapped
t2l__VENUS__TRINE__SPIRIT,True,transit_to_lot,transit,lot,SPIRIT,0.7796,supportive,meaning_expansion_vector,lot SPIRIT found in spheres.meaning_expansion_vector.lots,0.8,1.0,1.0,0.6237,mapped
t2l__VENUS__OPPOSITION__EROS,True,transit_to_lot,transit,lot,EROS,0.7979,tense,relationships_partnership,lot EROS found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.6383,mapped
t2l__VENUS__OPPOSITION__VICTORY,True,transit_to_lot,transit,lot,VICTORY,0.746,tense,,no sphere mapping,,1.0,1.0,,unmapped
t2l__VENUS__SQUARE__MARRIAGE,True,transit_to_lot,transit,lot,MARRIAGE,0.6941,tense,relationships_partnership,lot MARRIAGE found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.5553,mapped
t2l__MARS__SEMI_SEXTILE__NEMESIS,True,transit_to_lot,transit,lot,NEMESIS,0.1698,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2l__JUPITER__SQUARE__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.4807,tense,work_status_achievement,lot FORTUNE found in spheres.work_status_achievement.lots,0.8,1.0,1.0,0.3846,mapped
t2l__JUPITER__SQUARE__FORTUNE,True,transit_to_lot,transit,lot,FORTUNE,0.4807,tense,money_security_resources,lot FORTUNE found in spheres.money_security_resources.lots,0.8,1.0,1.0,0.3846,mapped
t2l__JUPITER__SQUARE__SPIRIT,True,transit_to_lot,transit,lot,SPIRIT,0.5146,tense,meaning_expansion_vector,lot SPIRIT found in spheres.meaning_expansion_vector.lots,0.8,1.0,1.0,0.4117,mapped
t2l__JUPITER__QUINCUNX__EROS,True,transit_to_lot,transit,lot,EROS,0.1589,neutral,relationships_partnership,lot EROS found in spheres.relationships_partnership.lots,0.8,1.0,0.7,0.089,mapped
t2l__JUPITER__QUINCUNX__VICTORY,True,transit_to_lot,transit,lot,VICTORY,0.1402,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2l__JUPITER__SEMI_SEXTILE__NEMESIS,True,transit_to_lot,transit,lot,NEMESIS,0.1395,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2l__JUPITER__TRINE__MARRIAGE,True,transit_to_lot,transit,lot,MARRIAGE,0.3207,supportive,relationships_partnership,lot MARRIAGE found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.2566,mapped
t2l__SATURN__SEMI_SQUARE__EROS,True,transit_to_lot,transit,lot,EROS,0.2175,tense,relationships_partnership,lot EROS found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.174,mapped
t2l__SATURN__TRINE__NECESSITY,True,transit_to_lot,transit,lot,NECESSITY,0.682,supportive,,no sphere mapping,,1.0,1.0,,unmapped
t2l__SATURN__SEMI_SQUARE__VICTORY,True,transit_to_lot,transit,lot,VICTORY,0.2034,tense,,no sphere mapping,,1.0,1.0,,unmapped
t2l__SATURN__SESQUI_QUADRATE__MARRIAGE,True,transit_to_lot,transit,lot,MARRIAGE,0.2115,tense,relationships_partnership,lot MARRIAGE found in spheres.relationships_partnership.lots,0.8,1.0,1.0,0.1692,mapped
t2l__URANUS__SEMI_SEXTILE__NEMESIS,True,transit_to_lot,transit,lot,NEMESIS,0.2107,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2l__NEPTUNE__SESQUI_QUADRATE__NECESSITY,True,transit_to_lot,transit,lot,NECESSITY,0.0856,tense,,no sphere mapping,,1.0,1.0,,unmapped
t2l__NEPTUNE__SQUARE__NEMESIS,True,transit_to_lot,transit,lot,NEMESIS,0.7766,tense,,no sphere mapping,,1.0,1.0,,unmapped
t2l__PLUTO__QUINCUNX__NEMESIS,True,transit_to_lot,transit,lot,NEMESIS,0.3896,neutral,,no sphere mapping,,1.0,0.7,,unmapped
annual_profection__HOUSE__10,True,annual_profection,profection,house,10,0.75,neutral,work_status_achievement,house 10 found in spheres.work_status_achievement.houses,0.8,0.8,0.7,0.336,mapped
annual_profection__LORD_OF_YEAR__MARS,True,annual_profection,profection,planet,MARS,0.75,neutral,work_status_achievement,planet MARS found in spheres.work_status_achievement.planets,0.6,0.8,0.7,0.252,mapped
annual_profection__LORD_OF_YEAR__MARS,True,annual_profection,profection,planet,MARS,0.75,neutral,relationships_partnership,planet MARS found in spheres.relationships_partnership.planets,0.4,0.8,0.7,0.168,mapped
annual_profection__LORD_OF_YEAR__MARS,True,annual_profection,profection,planet,MARS,0.75,neutral,body_energy_health,planet MARS found in spheres.body_energy_health.planets,1.0,0.8,0.7,0.42,mapped
annual_profection__LORD_OF_YEAR__MARS,True,annual_profection,profection,planet,MARS,0.75,neutral,crisis_transformation_control,planet MARS found in spheres.crisis_transformation_control.planets,0.7,0.8,0.7,0.294,mapped
monthly_profection__HOUSE__6,True,monthly_profection,profection,house,6,0.45,neutral,work_status_achievement,house 6 found in spheres.work_status_achievement.houses,0.8,0.8,0.7,0.2016,mapped
monthly_profection__HOUSE__6,True,monthly_profection,profection,house,6,0.45,neutral,body_energy_health,house 6 found in spheres.body_energy_health.houses,0.8,0.8,0.7,0.2016,mapped
monthly_profection__LORD_OF_MONTH__JUPITER,True,monthly_profection,profection,planet,JUPITER,0.45,neutral,thinking_speech_learning,planet JUPITER found in spheres.thinking_speech_learning.planets,0.4,0.8,0.7,0.1008,mapped
monthly_profection__LORD_OF_MONTH__JUPITER,True,monthly_profection,profection,planet,JUPITER,0.45,neutral,work_status_achievement,planet JUPITER found in spheres.work_status_achievement.planets,0.3,0.8,0.7,0.0756,mapped
monthly_profection__LORD_OF_MONTH__JUPITER,True,monthly_profection,profection,planet,JUPITER,0.45,neutral,money_security_resources,planet JUPITER found in spheres.money_security_resources.planets,0.7,0.8,0.7,0.1764,mapped
monthly_profection__LORD_OF_MONTH__JUPITER,True,monthly_profection,profection,planet,JUPITER,0.45,neutral,meaning_expansion_vector,planet JUPITER found in spheres.meaning_expansion_vector.planets,1.0,0.8,0.7,0.252,mapped
firdar_major__PERIOD_LORD__SUN,True,firdar_major,firdar,planet,SUN,0.65,neutral,work_status_achievement,planet SUN found in spheres.work_status_achievement.planets,0.5,0.8,0.7,0.182,mapped
firdar_major__PERIOD_LORD__SUN,True,firdar_major,firdar,planet,SUN,0.65,neutral,body_energy_health,planet SUN found in spheres.body_energy_health.planets,0.8,0.8,0.7,0.2912,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,work_status_achievement,planet SATURN found in spheres.work_status_achievement.planets,1.0,0.8,0.7,0.224,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,relationships_partnership,planet SATURN found in spheres.relationships_partnership.planets,0.3,0.8,0.7,0.0672,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,money_security_resources,planet SATURN found in spheres.money_security_resources.planets,0.6,0.8,0.7,0.1344,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,body_energy_health,planet SATURN found in spheres.body_energy_health.planets,0.5,0.8,0.7,0.112,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,home_family_roots,planet SATURN found in spheres.home_family_roots.planets,0.5,0.8,0.7,0.112,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,inner_background_unconscious,planet SATURN found in spheres.inner_background_unconscious.planets,0.5,0.8,0.7,0.112,mapped
firdar_minor__SUBPERIOD_LORD__SATURN,True,firdar_minor,firdar,planet,SATURN,0.4,neutral,crisis_transformation_control,planet SATURN found in spheres.crisis_transformation_control.planets,0.6,0.8,0.7,0.1344,mapped
solar_return__ANGLE_ASC__NATAL_HOUSE_11,True,solar_return,return,house,11,0.7,neutral,,no sphere mapping,,0.9,0.7,,unmapped
solar_return__ANGLE_MC__NATAL_HOUSE_7,True,solar_return,return,house,7,0.7,neutral,relationships_partnership,house 7 found in spheres.relationships_partnership.houses,0.8,0.9,0.7,0.3528,mapped
solar_return__CHART_RULER__VENUS,True,solar_return,return,planet,VENUS,0.7,neutral,relationships_partnership,planet VENUS found in spheres.relationships_partnership.planets,1.0,0.9,0.7,0.441,mapped
solar_return__CHART_RULER__VENUS,True,solar_return,return,planet,VENUS,0.7,neutral,money_security_resources,planet VENUS found in spheres.money_security_resources.planets,0.8,0.9,0.7,0.3528,mapped
solar_return__CHART_RULER__VENUS,True,solar_return,return,planet,VENUS,0.7,neutral,home_family_roots,planet VENUS found in spheres.home_family_roots.planets,0.4,0.9,0.7,0.1764,mapped
solar_return__MOON_HOUSE__10,True,solar_return,return,house,10,0.65,neutral,work_status_achievement,house 10 found in spheres.work_status_achievement.houses,0.8,0.9,0.7,0.3276,mapped
solar_return__ANGULAR_PLANET__SUN__HOUSE_7,True,solar_return,return,planet,SUN,0.6,neutral,work_status_achievement,planet SUN found in spheres.work_status_achievement.planets,0.5,0.9,0.7,0.189,mapped
solar_return__ANGULAR_PLANET__SUN__HOUSE_7,True,solar_return,return,planet,SUN,0.6,neutral,body_energy_health,planet SUN found in spheres.body_energy_health.planets,0.8,0.9,0.7,0.3024,mapped
solar_return__ANGULAR_PLANET__MARS__HOUSE_7,True,solar_return,return,planet,MARS,0.6,neutral,work_status_achievement,planet MARS found in spheres.work_status_achievement.planets,0.6,0.9,0.7,0.2268,mapped
solar_return__ANGULAR_PLANET__MARS__HOUSE_7,True,solar_return,return,planet,MARS,0.6,neutral,relationships_partnership,planet MARS found in spheres.relationships_partnership.planets,0.4,0.9,0.7,0.1512,mapped
solar_return__ANGULAR_PLANET__MARS__HOUSE_7,True,solar_return,return,planet,MARS,0.6,neutral,body_energy_health,planet MARS found in spheres.body_energy_health.planets,1.0,0.9,0.7,0.378,mapped
solar_return__ANGULAR_PLANET__MARS__HOUSE_7,True,solar_return,return,planet,MARS,0.6,neutral,crisis_transformation_control,planet MARS found in spheres.crisis_transformation_control.planets,0.7,0.9,0.7,0.2646,mapped
solar_return__ANGULAR_PLANET__PLUTO__HOUSE_10,True,solar_return,return,planet,PLUTO,0.6,neutral,money_security_resources,planet PLUTO found in spheres.money_security_resources.planets,0.4,0.9,0.7,0.1512,mapped
solar_return__ANGULAR_PLANET__PLUTO__HOUSE_10,True,solar_return,return,planet,PLUTO,0.6,neutral,inner_background_unconscious,planet PLUTO found in spheres.inner_background_unconscious.planets,0.4,0.9,0.7,0.1512,mapped
solar_return__ANGULAR_PLANET__PLUTO__HOUSE_10,True,solar_return,return,planet,PLUTO,0.6,neutral,crisis_transformation_control,planet PLUTO found in spheres.crisis_transformation_control.planets,1.0,0.9,0.7,0.378,mapped
lunar_return__MOON_HOUSE__3,True,lunar_return,return,house,3,0.6,neutral,thinking_speech_learning,house 3 found in spheres.thinking_speech_learning.houses,0.8,0.9,0.7,0.3024,mapped
lunar_return__ANGLE_ASC__NATAL_HOUSE_12,True,lunar_return,return,house,12,0.55,neutral,inner_background_unconscious,house 12 found in spheres.inner_background_unconscious.houses,0.8,0.9,0.7,0.2772,mapped
lunar_return__ANGLE_MC__NATAL_HOUSE_8,True,lunar_return,return,house,8,0.55,neutral,money_security_resources,house 8 found in spheres.money_security_resources.houses,0.8,0.9,0.7,0.2772,mapped
lunar_return__ANGLE_MC__NATAL_HOUSE_8,True,lunar_return,return,house,8,0.55,neutral,inner_background_unconscious,house 8 found in spheres.inner_background_unconscious.houses,0.8,0.9,0.7,0.2772,mapped
lunar_return__ANGLE_MC__NATAL_HOUSE_8,True,lunar_return,return,house,8,0.55,neutral,crisis_transformation_control,house 8 found in spheres.crisis_transformation_control.houses,0.8,0.9,0.7,0.2772,mapped
lunar_return__ANGULAR_PLANET__SUN__HOUSE_1,True,lunar_return,return,planet,SUN,0.5,neutral,work_status_achievement,planet SUN found in spheres.work_status_achievement.planets,0.5,0.9,0.7,0.1575,mapped
lunar_return__ANGULAR_PLANET__SUN__HOUSE_1,True,lunar_return,return,planet,SUN,0.5,neutral,body_energy_health,planet SUN found in spheres.body_energy_health.planets,0.8,0.9,0.7,0.252,mapped
lunar_return__ANGULAR_PLANET__URANUS__HOUSE_1,True,lunar_return,return,planet,URANUS,0.5,neutral,,no sphere mapping,,0.9,0.7,,unmapped
solar_arc__JUPITER__SQUARE__NATAL_LOT_NECESSITY,True,solar_arc,progression,lot,NECESSITY,0.0405,tense,,no sphere mapping,,1.0,1.0,,unmapped
solar_arc__MARS__TRINE__NATAL_VENUS,True,solar_arc,progression,planet,VENUS,0.1109,supportive,relationships_partnership,planet VENUS found in spheres.relationships_partnership.planets,1.0,1.0,1.0,0.1109,mapped
solar_arc__MARS__TRINE__NATAL_VENUS,True,solar_arc,progression,planet,VENUS,0.1109,supportive,money_security_resources,planet VENUS found in spheres.money_security_resources.planets,0.8,1.0,1.0,0.0887,mapped
solar_arc__MARS__TRINE__NATAL_VENUS,True,solar_arc,progression,planet,VENUS,0.1109,supportive,home_family_roots,planet VENUS found in spheres.home_family_roots.planets,0.4,1.0,1.0,0.0444,mapped
solar_arc__MARS__OPPOSITION__NATAL_ANGLE_ASC,True,solar_arc,progression,angle,ASC,0.2687,tense,body_energy_health,angle ASC found in scoring_v2.angle_sphere_map.ASC,0.7,1.0,1.0,0.1881,mapped
solar_arc__MARS__CONJUNCTION__NATAL_ANGLE_DSC,True,solar_arc,progression,angle,DSC,0.2687,mixed,relationships_partnership,angle DSC found in scoring_v2.angle_sphere_map.DSC,0.7,1.0,0.85,0.1599,mapped
solar_arc__MARS__SQUARE__NATAL_LOT_FORTUNE,True,solar_arc,progression,lot,FORTUNE,0.171,tense,work_status_achievement,lot FORTUNE found in spheres.work_status_achievement.lots,0.8,1.0,1.0,0.1368,mapped
solar_arc__MARS__SQUARE__NATAL_LOT_FORTUNE,True,solar_arc,progression,lot,FORTUNE,0.171,tense,money_security_resources,lot FORTUNE found in spheres.money_security_resources.lots,0.8,1.0,1.0,0.1368,mapped
solar_arc__MARS__SQUARE__NATAL_LOT_SPIRIT,True,solar_arc,progression,lot,SPIRIT,0.3663,tense,meaning_expansion_vector,lot SPIRIT found in spheres.meaning_expansion_vector.lots,0.8,1.0,1.0,0.293,mapped
solar_arc__NEPTUNE__SQUARE__NATAL_SUN,True,solar_arc,progression,planet,SUN,0.3917,tense,work_status_achievement,planet SUN found in spheres.work_status_achievement.planets,0.5,1.0,1.0,0.1958,mapped
solar_arc__NEPTUNE__SQUARE__NATAL_SUN,True,solar_arc,progression,planet,SUN,0.3917,tense,body_energy_health,planet SUN found in spheres.body_energy_health.planets,0.8,1.0,1.0,0.3134,mapped
solar_arc__NEPTUNE__OPPOSITION__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.294,tense,thinking_speech_learning,planet MOON found in spheres.thinking_speech_learning.planets,0.3,1.0,1.0,0.0882,mapped
solar_arc__NEPTUNE__OPPOSITION__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.294,tense,relationships_partnership,planet MOON found in spheres.relationships_partnership.planets,0.6,1.0,1.0,0.1764,mapped
solar_arc__NEPTUNE__OPPOSITION__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.294,tense,body_energy_health,planet MOON found in spheres.body_energy_health.planets,0.6,1.0,1.0,0.1764,mapped
solar_arc__NEPTUNE__OPPOSITION__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.294,tense,home_family_roots,planet MOON found in spheres.home_family_roots.planets,1.0,1.0,1.0,0.294,mapped
solar_arc__NEPTUNE__OPPOSITION__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.294,tense,inner_background_unconscious,planet MOON found in spheres.inner_background_unconscious.planets,0.6,1.0,1.0,0.1764,mapped
solar_arc__PLUTO__TRINE__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.0657,supportive,thinking_speech_learning,planet MOON found in spheres.thinking_speech_learning.planets,0.3,1.0,1.0,0.0197,mapped
solar_arc__PLUTO__TRINE__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.0657,supportive,relationships_partnership,planet MOON found in spheres.relationships_partnership.planets,0.6,1.0,1.0,0.0394,mapped
solar_arc__PLUTO__TRINE__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.0657,supportive,body_energy_health,planet MOON found in spheres.body_energy_health.planets,0.6,1.0,1.0,0.0394,mapped
solar_arc__PLUTO__TRINE__NATAL_MOON,True,solar_arc,progression,planet,MOON,0.0657,supportive,home_family_roots,planet MOON found in spheres.home_family_roots.planets,1.0,1.0,1.0,0.0657,mapped
